지점,지점명,일시,10CM 일 토양수분(%),평균 기온(°C),평균 지면온도(°C),일 순복사(MJ/m2),위도,경도,평균 습도(%),평균 풍속(m/s)
129,서산(농),2023-05-11,25.0,17.3,22.2,,36.77655689,126.49390764,54.0,
129,서산(농),2023-05-12,23.0,16.8,20.4,,36.77655689,126.49390764,60.0,
129,서산(농),2023-05-13,22.0,16.9,22.5,,36.77655689,126.49390764,70.0,
129,서산(농),2023-05-14,21.0,16.4,23.4,,36.77655689,126.49390764,60.0,
129,서산(농),2023-05-15,19.0,18.6,24.1,,36.77655689,126.49390764,62.0,
129,서산(농),2023-05-16,18.0,21.1,25.5,,36.77655689,126.49390764,62.0,
129,서산(농),2023-05-17,17.0,21.6,27.3,,36.77655689,126.49390764,74.0,
129,서산(농),2023-05-18,17.0,19.8,23.6,,36.77655689,126.49390764,81.0,
129,서산(농),2023-05-19,17.0,20.5,25.7,,36.77655689,126.49390764,67.0,
129,서산(농),2023-05-20,16.0,18.0,25.5,,36.77655689,126.49390764,81.0,
129,서산(농),2023-05-21,15.0,16.3,22.0,,36.77655689,126.49390764,84.0,
129,서산(농),2023-06-03,25.0,20.7,25.0,,36.77655689,126.49390764,57.0,
129,서산(농),2023-06-04,24.0,20.4,25.5,,36.77655689,126.49390764,75.0,
129,서산(농),2023-06-05,22.0,20.6,25.8,,36.77655689,126.49390764,75.0,
129,서산(농),2023-06-06,21.0,20.0,26.2,,36.77655689,126.49390764,73.0,
129,서산(농),2023-06-07,19.0,19.8,24.6,,36.77655689,126.49390764,81.0,
129,서산(농),2023-06-08,18.0,20.1,22.8,,36.77655689,126.49390764,81.0,
129,서산(농),2023-06-09,18.0,22.0,26.5,,36.77655689,126.49390764,76.0,
129,서산(농),2023-06-10,17.0,22.9,26.1,,36.77655689,126.49390764,67.0,
129,서산(농),2023-06-11,16.0,22.2,29.7,,36.77655689,126.49390764,73.0,
129,서산(농),2023-06-12,15.0,20.6,27.4,,36.77655689,126.49390764,75.0,
129,서산(농),2023-07-28,26.0,28.9,31.0,,36.77655689,126.49390764,75.0,
129,서산(농),2023-07-29,24.0,28.9,32.0,,36.77655689,126.49390764,76.0,
129,서산(농),2023-07-30,22.0,28.7,31.8,,36.77655689,126.49390764,75.0,
129,서산(농),2023-07-31,19.0,28.2,32.1,,36.77655689,126.49390764,76.0,
129,서산(농),2023-08-01,18.0,29.1,31.2,,36.77655689,126.49390764,77.0,
129,서산(농),2023-08-02,16.0,28.5,31.3,,36.77655689,126.49390764,74.0,
129,서산(농),2023-08-03,15.0,28.7,32.6,,36.77655689,126.49390764,71.0,
129,서산(농),2023-08-16,25.0,26.4,28.7,,36.77655689,126.49390764,79.0,
129,서산(농),2023-08-17,24.0,26.2,28.9,,36.77655689,126.49390764,79.0,
129,서산(농),2023-08-18,22.0,26.7,29.5,,36.77655689,126.49390764,76.0,
129,서산(농),2023-08-19,20.0,27.3,30.4,,36.77655689,126.49390764,75.0,
129,서산(농),2023-08-20,18.0,27.6,29.8,,36.77655689,126.49390764,78.0,
129,서산(농),2023-08-21,17.0,28.2,30.2,,36.77655689,126.49390764,77.0,
129,서산(농),2023-08-22,15.0,28.1,30.5,,36.77655689,126.49390764,78.0,
129,서산(농),2023-09-05,25.0,27.0,29.7,,36.77655689,126.49390764,79.0,
129,서산(농),2023-09-06,23.0,26.6,28.9,,36.77655689,126.49390764,81.0,
129,서산(농),2023-09-07,22.0,25.0,28.1,,36.77655689,126.49390764,64.0,
129,서산(농),2023-09-08,20.0,23.4,27.6,,36.77655689,126.49390764,69.0,
129,서산(농),2023-09-09,18.0,23.8,27.2,,36.77655689,126.49390764,75.0,
129,서산(농),2023-09-10,17.0,23.9,27.8,,36.77655689,126.49390764,75.0,
129,서산(농),2023-09-11,16.0,24.1,28.4,,36.77655689,126.49390764,74.0,
129,서산(농),2023-09-12,15.0,23.9,27.0,,36.77655689,126.49390764,79.0,
119,수원(농),2001-07-08,43.0,25.3,26.4,,37.25746,126.983,43.333333333333336,0.8
119,수원(농),2001-07-09,23.0,25.1,26.4,,37.25746,126.983,43.333333333333336,0.7
119,수원(농),2001-07-10,15.0,22.9,26.2,,37.25746,126.983,48.66666666666666,0.5
119,수원(농),2001-08-22,42.0,26.3,24.8,,37.25746,126.983,50.333333333333336,0.85
119,수원(농),2001-08-23,23.0,25.6,24.7,,37.25746,126.983,50.333333333333336,0.85
119,수원(농),2001-08-24,15.0,25.6,24.5,,37.25746,126.983,49.333333333333336,0.6499999999999999
119,수원(농),2001-10-27,35.0,16.7,16.7,,37.25746,126.983,65.0,0.35
119,수원(농),2001-10-29,23.0,16.2,16.9,,37.25746,126.983,55.333333333333336,0.95
119,수원(농),2001-10-30,18.0,14.7,16.6,,37.25746,126.983,66.33333333333333,0.5
119,수원(농),2001-10-31,15.0,14.9,16.4,,37.25746,126.983,63.0,0.7
119,수원(농),2002-09-18,30.0,20.3,,,37.25746,126.983,60.0,0.35
119,수원(농),2002-09-19,21.0,20.8,19.6,,37.25746,126.983,62.333333333333336,0.35
119,수원(농),2002-09-20,14.0,20.5,19.8,,37.25746,126.983,63.0,0.35
119,수원(농),2003-05-17,38.0,19.6,21.5,,37.25746,126.983,63.0,0.95
119,수원(농),2003-05-18,20.0,17.8,,,37.25746,126.983,67.5,0.9
119,수원(농),2003-05-19,13.0,17.5,19.8,,37.25746,126.983,67.0,0.75
119,수원(농),2005-01-09,26.0,-6.2,-4.0,,37.25746,126.983,46.333333333333336,1.2000000000000002
119,수원(농),2005-01-10,23.0,-6.1,-2.9,,37.25746,126.983,59.333333333333336,0.35
119,수원(농),2005-01-11,23.0,-5.1,-2.7,,37.25746,126.983,54.333333333333336,1.05
119,수원(농),2005-01-12,21.0,-5.5,-3.8,,37.25746,126.983,48.333333333333336,0.65
119,수원(농),2005-01-13,18.0,-5.0,-3.7,,37.25746,126.983,59.333333333333336,0.55
119,수원(농),2005-01-14,16.0,-3.6,-1.6,,37.25746,126.983,61.66666666666666,0.4
119,수원(농),2005-01-15,16.0,-2.7,-2.1,,37.25746,126.983,65.0,0.75
119,수원(농),2005-01-16,16.0,-0.4,-0.2,,37.25746,126.983,67.33333333333333,0.9
119,수원(농),2005-01-17,17.0,-1.6,-1.5,,37.25746,126.983,71.0,0.4
119,수원(농),2005-01-18,18.0,0.0,1.2,,37.25746,126.983,79.66666666666667,0.6499999999999999
119,수원(농),2005-01-19,20.0,-2.9,-2.2,,37.25746,126.983,48.333333333333336,1.2
119,수원(농),2005-01-20,18.0,-4.8,-3.4,,37.25746,126.983,52.333333333333336,1.25
119,수원(농),2005-01-21,13.0,-4.6,-3.6,,37.25746,126.983,48.333333333333336,0.8
119,수원(농),2005-12-24,28.0,-4.3,-3.8,,37.25746,126.983,44.66666666666666,0.6000000000000001
119,수원(농),2005-12-26,22.0,-6.4,-4.5,,37.25746,126.983,42.66666666666666,0.75
119,수원(농),2005-12-27,16.0,-6.5,-4.9,,37.25746,126.983,48.333333333333336,0.7
119,수원(농),2005-12-28,9.0,-6.5,-4.6,,37.25746,126.983,57.0,0.3
119,수원(농),2006-01-04,31.0,-5.3,-2.9,,37.25746,126.983,40.333333333333336,1.4
119,수원(농),2006-01-05,15.0,-6.3,-4.0,,37.25746,126.983,42.0,0.7
119,수원(농),2006-04-23,39.0,8.7,9.6,,37.25746,126.983,80.0,1.1
119,수원(농),2006-04-24,17.0,9.5,11.3,,37.25746,126.983,62.333333333333336,1.15
119,수원(농),2006-04-25,17.0,10.6,11.5,,37.25746,126.983,44.66666666666666,0.95
119,수원(농),2006-04-26,17.0,12.0,11.3,,37.25746,126.983,52.66666666666666,0.4499999999999999
119,수원(농),2006-04-27,8.0,11.9,13.5,,37.25746,126.983,67.33333333333333,1.0499999999999998
119,수원(농),2006-08-07,74.0,26.9,23.7,,37.25746,126.983,68.66666666666667,21.35
119,수원(농),2006-08-08,9.0,27.3,19.2,,37.25746,126.983,67.66666666666667,20.55
119,수원(농),2006-09-06,30.0,19.0,17.4,,37.25746,126.983,75.33333333333333,0.5
119,수원(농),2006-09-07,13.0,20.5,16.8,,37.25746,126.983,67.33333333333333,0.3
119,수원(농),2006-09-08,25.0,21.4,16.7,,37.25746,126.983,67.0,0.5
119,수원(농),2006-09-09,13.0,17.4,17.3,,37.25746,126.983,78.0,0.6
119,수원(농),2006-09-10,25.0,15.8,14.3,,37.25746,126.983,58.0,0.75
119,수원(농),2006-09-11,12.0,15.7,13.3,,37.25746,126.983,69.66666666666667,0.3
119,수원(농),2006-11-06,27.0,5.0,5.5,,37.25746,126.983,80.66666666666667,0.65
119,수원(농),2006-11-07,20.0,4.0,4.7,,37.25746,126.983,60.333333333333336,0.65
119,수원(농),2006-11-08,18.0,13.0,11.9,,37.25746,126.983,69.66666666666667,1.0
119,수원(농),2006-11-09,17.0,14.5,14.1,,37.25746,126.983,47.66666666666666,0.95
119,수원(농),2006-11-10,16.0,9.1,8.8,,37.25746,126.983,30.666666666666668,0.4
119,수원(농),2006-11-11,15.0,6.4,7.2,,37.25746,126.983,39.0,0.95
119,수원(농),2007-11-24,25.0,6.4,5.9,,37.25746,126.983,75.66666666666667,0.35
119,수원(농),2007-11-25,23.0,4.6,2.4,,37.25746,126.983,75.66666666666667,0.35
119,수원(농),2007-11-26,22.0,4.8,3.2,,37.25746,126.983,73.0,0.65
119,수원(농),2007-11-27,22.0,2.1,0.1,,37.25746,126.983,44.0,0.6000000000000001
119,수원(농),2007-11-28,22.0,3.4,0.9,,37.25746,126.983,55.66666666666666,0.3
119,수원(농),2007-11-29,21.0,6.3,3.8,,37.25746,126.983,51.66666666666666,0.75
119,수원(농),2007-11-30,22.0,1.4,0.2,,37.25746,126.983,55.0,0.9
119,수원(농),2007-12-01,22.0,3.4,2.4,,37.25746,126.983,67.0,0.45
119,수원(농),2007-12-02,21.0,4.4,3.0,,37.25746,126.983,63.66666666666666,0.55
119,수원(농),2007-12-03,21.0,1.1,0.4,,37.25746,126.983,54.0,1.0499999999999998
119,수원(농),2007-12-04,22.0,-2.0,-1.4,,37.25746,126.983,46.0,0.9
119,수원(농),2007-12-05,22.0,-2.0,-1.7,,37.25746,126.983,48.0,0.5
119,수원(농),2007-12-06,21.0,0.4,-0.6,,37.25746,126.983,72.0,0.4
119,수원(농),2007-12-07,21.0,1.9,0.8,,37.25746,126.983,76.33333333333333,0.65
119,수원(농),2007-12-08,23.0,-0.2,-1.6,,37.25746,126.983,70.66666666666667,0.6
119,수원(농),2007-12-09,22.0,0.0,-1.2,,37.25746,126.983,73.66666666666667,0.35
119,수원(농),2007-12-10,22.0,2.1,0.4,,37.25746,126.983,66.33333333333333,0.6
119,수원(농),2007-12-11,21.0,5.4,3.9,,37.25746,126.983,74.33333333333333,0.35
119,수원(농),2007-12-12,21.0,4.0,2.6,,37.25746,126.983,73.33333333333333,0.35
119,수원(농),2007-12-13,21.0,1.8,0.1,,37.25746,126.983,60.66666666666666,1.0499999999999998
119,수원(농),2007-12-14,22.0,0.4,-0.3,,37.25746,126.983,57.0,0.6000000000000001
119,수원(농),2007-12-15,20.0,1.6,-0.2,,37.25746,126.983,68.0,0.95
119,수원(농),2007-12-16,22.0,-0.7,-2.0,,37.25746,126.983,68.0,0.35
119,수원(농),2007-12-17,22.0,0.7,-1.0,,37.25746,126.983,68.66666666666667,0.45
119,수원(농),2007-12-18,22.0,-1.2,-2.4,,37.25746,126.983,76.66666666666667,0.4
119,수원(농),2007-12-19,22.0,0.2,-1.3,,37.25746,126.983,69.33333333333333,0.3
119,수원(농),2007-12-20,21.0,3.0,1.3,,37.25746,126.983,73.0,0.35
119,수원(농),2007-12-21,22.0,1.3,-0.5,,37.25746,126.983,75.66666666666667,0.3
119,수원(농),2007-12-22,22.0,3.2,0.0,,37.25746,126.983,61.333333333333336,0.3
119,수원(농),2007-12-23,22.0,1.9,0.4,,37.25746,126.983,68.66666666666667,0.7
119,수원(농),2007-12-24,22.0,1.2,-1.0,,37.25746,126.983,69.66666666666667,0.3
119,수원(농),2007-12-25,22.0,3.3,1.2,,37.25746,126.983,71.33333333333333,0.2
119,수원(농),2007-12-26,21.0,5.4,1.4,,37.25746,126.983,67.0,0.25
119,수원(농),2007-12-27,21.0,5.0,2.6,,37.25746,126.983,77.33333333333333,0.25
119,수원(농),2007-12-28,21.0,4.9,3.4,,37.25746,126.983,84.66666666666667,0.6000000000000001
119,수원(농),2007-12-29,21.0,-0.1,-0.6,,37.25746,126.983,65.33333333333333,1.2
119,수원(농),2007-12-30,22.0,-5.5,-4.2,,37.25746,126.983,49.0,1.35
119,수원(농),2007-12-31,21.0,-4.5,-4.2,,37.25746,126.983,49.66666666666666,1.25
119,수원(농),2008-01-01,20.0,-5.6,-4.6,,37.25746,126.983,47.0,1.1
119,수원(농),2008-01-02,19.0,-4.5,-3.7,,37.25746,126.983,60.0,0.5
119,수원(농),2008-01-03,20.0,0.6,-0.7,,37.25746,126.983,61.0,0.75
119,수원(농),2008-01-04,20.0,-0.7,-0.8,,37.25746,126.983,61.0,0.45
119,수원(농),2008-01-05,21.0,0.2,-0.6,,37.25746,126.983,70.66666666666667,0.35
119,수원(농),2008-01-06,21.0,2.4,0.4,,37.25746,126.983,80.66666666666667,0.2
119,수원(농),2008-01-07,20.0,1.8,1.1,,37.25746,126.983,86.66666666666667,0.4
119,수원(농),2008-01-08,21.0,0.9,0.6,,37.25746,126.983,74.66666666666667,0.4
119,수원(농),2008-01-09,21.0,1.3,0.1,,37.25746,126.983,53.0,0.3
119,수원(농),2008-01-10,21.0,0.6,-0.8,,37.25746,126.983,49.66666666666666,0.45
119,수원(농),2008-01-11,20.0,1.2,-0.3,,37.25746,126.983,72.66666666666667,0.3
119,수원(농),2008-01-12,21.0,1.9,0.7,,37.25746,126.983,64.0,0.95
119,수원(농),2008-01-13,22.0,-3.7,-2.9,,37.25746,126.983,42.66666666666666,0.8
119,수원(농),2008-01-14,22.0,-1.7,-2.1,,37.25746,126.983,46.66666666666666,0.65
119,수원(농),2008-01-15,21.0,-3.2,-2.4,,37.25746,126.983,35.0,0.8
119,수원(농),2008-01-16,20.0,-5.9,-4.4,,37.25746,126.983,34.0,1.2
119,수원(농),2008-01-17,18.0,-6.4,-4.8,,37.25746,126.983,36.333333333333336,0.5
119,수원(농),2008-01-18,18.0,-4.7,-4.2,,37.25746,126.983,39.0,0.4499999999999999
119,수원(농),2008-01-19,18.0,-2.3,-1.2,,37.25746,126.983,43.0,0.25
119,수원(농),2008-01-20,19.0,2.3,1.6,,37.25746,126.983,50.0,0.3
119,수원(농),2008-01-21,20.0,1.8,1.2,,37.25746,126.983,68.33333333333333,1.05
119,수원(농),2008-01-22,20.0,1.3,0.6,,37.25746,126.983,81.66666666666667,0.45
119,수원(농),2008-01-23,24.0,-1.9,-1.0,,37.25746,126.983,60.333333333333336,1.4
119,수원(농),2008-01-24,22.0,-6.3,-3.9,,37.25746,126.983,37.0,1.1
119,수원(농),2008-01-25,19.0,-5.5,-3.6,,37.25746,126.983,44.333333333333336,0.55
119,수원(농),2008-01-26,18.0,-3.4,-2.0,,37.25746,126.983,50.0,0.3
119,수원(농),2008-01-27,18.0,-2.4,-1.6,,37.25746,126.983,54.333333333333336,0.35
119,수원(농),2008-01-28,19.0,-1.2,-0.3,,37.25746,126.983,50.0,0.35
119,수원(농),2008-01-29,20.0,-0.4,-0.3,,37.25746,126.983,52.333333333333336,0.65
119,수원(농),2008-01-30,20.0,-1.3,-0.5,,37.25746,126.983,47.333333333333336,1.15
119,수원(농),2008-01-31,20.0,-3.6,-2.0,,37.25746,126.983,45.66666666666666,1.0
119,수원(농),2008-02-01,18.0,-4.0,-2.9,,37.25746,126.983,49.333333333333336,0.5
119,수원(농),2008-02-02,19.0,-1.4,-0.3,,37.25746,126.983,56.66666666666666,0.75
119,수원(농),2008-02-03,19.0,-1.8,-1.8,,37.25746,126.983,64.0,0.55
119,수원(농),2008-02-04,19.0,-3.1,-2.4,,37.25746,126.983,55.0,1.05
119,수원(농),2008-02-05,19.0,-3.6,-2.8,,37.25746,126.983,47.0,0.4499999999999999
119,수원(농),2008-02-06,18.0,-3.3,-1.9,,37.25746,126.983,49.66666666666666,0.8
119,수원(농),2008-02-07,17.0,-4.2,-2.3,,37.25746,126.983,51.0,0.7
119,수원(농),2008-02-08,17.0,-3.2,-1.4,,37.25746,126.983,56.66666666666666,0.5
119,수원(농),2008-02-09,18.0,-2.1,-1.6,,37.25746,126.983,61.0,0.65
119,수원(농),2008-02-10,17.0,-2.5,-1.5,,37.25746,126.983,61.0,0.4499999999999999
119,수원(농),2008-02-11,18.0,-1.6,-1.3,,37.25746,126.983,58.0,0.95
119,수원(농),2008-02-12,18.0,-5.7,-2.9,,37.25746,126.983,27.666666666666668,1.45
119,수원(농),2008-02-13,15.0,-5.8,-3.7,,37.25746,126.983,37.0,0.75
119,수원(농),2008-08-23,27.0,21.6,20.9,,37.25746,126.983,81.33333333333333,0.3
119,수원(농),2008-08-24,23.0,23.3,21.5,,37.25746,126.983,71.33333333333333,0.3
119,수원(농),2008-08-25,22.0,24.8,21.9,,37.25746,126.983,69.66666666666667,0.35
119,수원(농),2008-08-26,21.0,24.3,17.6,,37.25746,126.983,58.66666666666666,0.6499999999999999
119,수원(농),2008-08-27,20.0,23.7,20.4,,37.25746,126.983,65.0,0.4499999999999999
119,수원(농),2008-08-28,20.0,24.4,21.7,,37.25746,126.983,68.0,0.6000000000000001
119,수원(농),2008-08-29,20.0,23.7,18.5,,37.25746,126.983,77.66666666666667,0.65
119,수원(농),2008-08-30,20.0,25.0,19.7,,37.25746,126.983,67.66666666666667,0.45
119,수원(농),2008-08-31,20.0,24.7,21.3,,37.25746,126.983,61.0,0.6
119,수원(농),2008-09-01,21.0,20.9,19.9,,37.25746,126.983,87.66666666666667,0.55
119,수원(농),2008-09-02,24.0,22.1,16.7,,37.25746,126.983,75.66666666666667,0.35
119,수원(농),2008-09-03,22.0,22.8,19.3,,37.25746,126.983,74.33333333333333,0.35
119,수원(농),2008-09-04,21.0,23.7,20.4,,37.25746,126.983,68.66666666666667,0.55
119,수원(농),2008-09-05,21.0,22.5,20.5,,37.25746,126.983,72.66666666666667,0.2
119,수원(농),2008-09-06,20.0,23.3,17.3,,37.25746,126.983,69.33333333333333,0.35
119,수원(농),2008-09-07,20.0,24.4,20.3,,37.25746,126.983,72.33333333333333,0.25
119,수원(농),2008-09-08,20.0,24.9,18.5,,37.25746,126.983,73.0,0.25
119,수원(농),2008-09-09,20.0,24.5,19.3,,37.25746,126.983,70.0,0.6
119,수원(농),2008-09-10,20.0,24.0,21.6,,37.25746,126.983,69.66666666666667,0.6
119,수원(농),2008-09-11,20.0,22.4,21.5,,37.25746,126.983,77.33333333333333,0.45
119,수원(농),2008-09-12,19.0,23.5,20.2,,37.25746,126.983,71.33333333333333,0.4
119,수원(농),2008-09-13,19.0,22.0,15.6,,37.25746,126.983,68.33333333333333,0.4499999999999999
119,수원(농),2008-09-14,19.0,23.7,17.6,,37.25746,126.983,69.66666666666667,0.4499999999999999
119,수원(농),2008-09-15,19.0,24.3,20.5,,37.25746,126.983,71.0,0.35
119,수원(농),2008-09-16,19.0,23.4,17.1,,37.25746,126.983,68.33333333333333,0.3
119,수원(농),2008-09-17,18.0,24.2,15.4,,37.25746,126.983,63.333333333333336,0.3
119,수원(농),2008-09-18,18.0,24.5,17.4,,37.25746,126.983,62.0,0.3
119,수원(농),2008-09-19,17.0,24.5,16.6,,37.25746,126.983,62.66666666666666,0.35
119,수원(농),2008-09-20,17.0,21.6,17.4,,37.25746,126.983,80.0,0.3
119,수원(농),2008-09-21,23.0,23.2,19.2,,37.25746,126.983,72.66666666666667,0.35
119,수원(농),2008-09-22,20.0,22.5,20.0,,37.25746,126.983,74.0,0.35
119,수원(농),2008-09-23,21.0,21.9,20.9,,37.25746,126.983,82.33333333333333,0.4
119,수원(농),2008-09-24,20.0,21.7,20.6,,37.25746,126.983,76.66666666666667,0.4
119,수원(농),2008-09-25,21.0,16.4,18.4,,37.25746,126.983,82.33333333333333,0.6
119,수원(농),2008-09-26,20.0,15.2,15.9,,37.25746,126.983,42.66666666666666,1.0
119,수원(농),2008-09-27,20.0,14.5,14.6,,37.25746,126.983,51.333333333333336,0.35
119,수원(농),2008-09-28,20.0,15.8,15.4,,37.25746,126.983,61.66666666666666,0.25
119,수원(농),2008-09-29,20.0,16.9,15.5,,37.25746,126.983,63.333333333333336,0.3
119,수원(농),2008-09-30,19.0,17.2,15.8,,37.25746,126.983,69.66666666666667,0.35
119,수원(농),2008-10-01,19.0,19.2,16.1,,37.25746,126.983,68.66666666666667,0.2
119,수원(농),2008-10-02,19.0,19.6,17.0,,37.25746,126.983,69.0,0.55
119,수원(농),2008-10-03,19.0,18.9,17.5,,37.25746,126.983,77.66666666666667,0.6000000000000001
119,수원(농),2008-10-04,19.0,18.5,17.5,,37.25746,126.983,71.0,0.5
119,수원(농),2008-10-05,19.0,19.3,17.4,,37.25746,126.983,66.66666666666667,0.4499999999999999
119,수원(농),2008-10-06,19.0,17.4,17.0,,37.25746,126.983,71.33333333333333,0.7
119,수원(농),2008-10-07,19.0,16.9,16.2,,37.25746,126.983,69.0,0.5
119,수원(농),2008-10-08,18.0,17.6,17.0,,37.25746,126.983,68.66666666666667,0.55
119,수원(농),2008-10-09,18.0,18.5,18.6,,37.25746,126.983,67.33333333333333,0.35
119,수원(농),2008-10-10,18.0,17.2,17.6,,37.25746,126.983,68.66666666666667,0.55
119,수원(농),2008-10-11,17.0,13.7,15.1,,37.25746,126.983,51.66666666666666,0.7
119,수원(농),2008-10-12,17.0,12.9,15.0,,37.25746,126.983,62.66666666666666,0.35
119,수원(농),2008-10-13,17.0,14.1,15.2,,37.25746,126.983,69.33333333333333,0.35
119,수원(농),2008-10-14,17.0,14.9,15.6,,37.25746,126.983,71.66666666666667,0.5
119,수원(농),2008-10-15,17.0,15.9,15.7,,37.25746,126.983,78.33333333333333,0.2
119,수원(농),2008-10-16,17.0,17.3,16.7,,37.25746,126.983,75.0,0.35
119,수원(농),2008-10-17,17.0,17.9,17.4,,37.25746,126.983,74.33333333333333,0.15
119,수원(농),2008-10-18,17.0,18.8,17.7,,37.25746,126.983,69.66666666666667,0.1
119,수원(농),2008-10-19,17.0,17.5,16.7,,37.25746,126.983,73.33333333333333,0.25
119,수원(농),2008-10-20,17.0,17.5,17.2,,37.25746,126.983,75.66666666666667,0.25
119,수원(농),2008-10-21,17.0,18.9,17.5,,37.25746,126.983,62.66666666666666,0.25
119,수원(농),2008-10-22,16.0,16.7,16.6,,37.25746,126.983,76.0,0.7
119,수원(농),2008-10-23,17.0,17.4,17.4,,37.25746,126.983,81.0,0.6000000000000001
119,수원(농),2008-10-24,19.0,11.6,13.9,,37.25746,126.983,53.333333333333336,0.95
119,수원(농),2008-10-25,18.0,11.7,12.6,,37.25746,126.983,72.66666666666667,0.4
119,수원(농),2008-10-26,18.0,13.5,13.4,,37.25746,126.983,43.66666666666666,0.85
119,수원(농),2008-10-27,17.0,11.0,12.4,,37.25746,126.983,55.66666666666666,0.8500000000000001
119,수원(농),2008-10-28,17.0,10.2,11.7,,37.25746,126.983,65.0,0.5
119,수원(농),2008-10-29,17.0,11.9,12.6,,37.25746,126.983,58.333333333333336,0.4
119,수원(농),2008-10-30,17.0,11.3,11.9,,37.25746,126.983,54.0,0.55
119,수원(농),2008-10-31,20.0,10.5,11.5,,37.25746,126.983,83.66666666666667,0.4
119,수원(농),2008-11-01,20.0,9.5,11.1,,37.25746,126.983,77.33333333333333,0.45
119,수원(농),2008-11-02,19.0,11.1,11.8,,37.25746,126.983,74.66666666666667,0.4
119,수원(농),2008-11-03,18.0,11.0,11.0,,37.25746,126.983,57.333333333333336,0.5
119,수원(농),2008-11-04,17.0,7.1,9.1,,37.25746,126.983,49.0,0.3
119,수원(농),2008-11-05,17.0,10.3,10.0,,37.25746,126.983,58.66666666666666,0.2
119,수원(농),2008-11-06,17.0,15.2,13.1,,37.25746,126.983,74.0,0.35
119,수원(농),2008-11-07,17.0,12.3,12.1,,37.25746,126.983,62.0,0.65
119,수원(농),2008-11-08,17.0,11.6,11.8,,37.25746,126.983,54.66666666666666,0.5
119,수원(농),2008-11-09,17.0,10.9,11.6,,37.25746,126.983,65.66666666666667,0.5
119,수원(농),2008-11-10,17.0,9.8,10.6,,37.25746,126.983,62.0,0.3
119,수원(농),2008-11-11,17.0,9.4,10.0,,37.25746,126.983,57.66666666666666,0.4
119,수원(농),2008-11-12,17.0,9.0,9.4,,37.25746,126.983,66.66666666666667,0.4
119,수원(농),2008-11-13,17.0,9.0,9.0,,37.25746,126.983,69.66666666666667,0.35
119,수원(농),2008-11-14,17.0,10.0,10.1,,37.25746,126.983,71.33333333333333,0.35
119,수원(농),2008-11-15,17.0,10.8,10.6,,37.25746,126.983,76.0,0.15
119,수원(농),2008-11-16,16.0,8.7,9.7,,37.25746,126.983,59.333333333333336,0.8
119,수원(농),2008-11-19,17.0,9.7,16.5,,37.25746,126.983,48.0,3.5500000000000003
119,수원(농),2008-11-23,16.0,8.6,8.9,,37.25746,126.983,70.33333333333333,0.65
119,수원(농),2008-11-24,16.0,7.8,7.2,,37.25746,126.983,63.333333333333336,0.45
119,수원(농),2008-11-25,16.0,6.3,6.2,,37.25746,126.983,75.0,0.3
119,수원(농),2008-11-26,16.0,6.8,6.5,,37.25746,126.983,70.33333333333333,0.3
119,수원(농),2008-11-27,16.0,6.1,6.9,,37.25746,126.983,79.66666666666667,0.55
119,수원(농),2008-11-28,18.0,7.0,7.8,,37.25746,126.983,67.33333333333333,0.8
119,수원(농),2008-11-29,18.0,5.8,6.3,,37.25746,126.983,55.333333333333336,1.6
119,수원(농),2008-11-30,18.0,9.1,10.9,,37.25746,126.983,55.333333333333336,1.5
119,수원(농),2008-12-01,17.0,9.5,9.4,,37.25746,126.983,64.66666666666667,2.75
119,수원(농),2008-12-02,17.0,8.6,6.1,,37.25746,126.983,68.0,0.6
119,수원(농),2008-12-03,17.0,9.2,6.4,,37.25746,126.983,58.0,1.2000000000000002
119,수원(농),2008-12-04,17.0,5.6,6.1,,37.25746,126.983,72.33333333333333,0.7
119,수원(농),2008-12-05,17.0,11.2,11.7,,37.25746,126.983,45.66666666666666,4.35
119,수원(농),2008-12-07,17.0,5.4,,,37.25746,126.983,69.33333333333333,3.3000000000000003
119,수원(농),2008-12-08,16.0,8.3,7.5,,37.25746,126.983,76.33333333333333,1.25
119,수원(농),2008-12-09,17.0,6.9,4.9,,37.25746,126.983,76.66666666666667,0.25
119,수원(농),2008-12-10,17.0,8.8,6.7,,37.25746,126.983,79.0,0.3
119,수원(농),2008-12-11,17.0,6.5,7.6,,37.25746,126.983,63.66666666666666,3.75
119,수원(농),2008-12-12,17.0,7.4,,,37.25746,126.983,70.66666666666667,2.2
119,수원(농),2008-12-13,17.0,10.1,14.1,,37.25746,126.983,57.0,1.75
119,수원(농),2008-12-14,18.0,10.8,11.9,,37.25746,126.983,48.333333333333336,2.8
119,수원(농),2008-12-17,17.0,6.3,5.1,,37.25746,126.983,71.33333333333333,0.85
119,수원(농),2008-12-19,17.0,7.5,5.8,,37.25746,126.983,67.66666666666667,2.85
119,수원(농),2008-12-20,19.0,8.3,9.1,,37.25746,126.983,53.66666666666666,1.05
119,수원(농),2008-12-22,19.0,13.9,15.7,,37.25746,126.983,57.333333333333336,1.4
119,수원(농),2008-12-24,17.0,12.2,11.1,,37.25746,126.983,68.0,2.0500000000000003
119,수원(농),2008-12-25,17.0,8.0,7.5,,37.25746,126.983,43.66666666666666,4.3
119,수원(농),2008-12-28,17.0,7.6,9.1,,37.25746,126.983,62.333333333333336,2.05
119,수원(농),2009-01-03,16.0,-2.3,-0.8,,37.25746,126.983,60.0,0.3
